data,produto,valor,quantidade
2024-12-18,Mousepad,45.0,8.0
data_incorreta,Mousepad,45.0,3.0
2024-09-12,"Monitor LG 27""",280.0,5.0
2024-06-02,SSD 1TB,550.0,8.0
2024-11-22,Webcam HD,280.0,3.0
2024-11-13,Notebook Dell,3500.0,1.0
2024-03-11,Webcam HD,280.0,4.0
2024-07-06,Webcam HD,280.0,9.0
2024-11-25,SSD 1TB,550.0,7.0
2024-12-15,SSD 1TB,550.0,2.0
2024-05-06,Mouse Logitech,invalid,10.0
2024-08-17,Teclado Mecânico,450.0,8.0
2024-07-17,Notebook Dell,3500.0,8.0
2024-11-24,Headset Gamer,320.0,1.0
2024-01-31,Headset Gamer,320.0,1.0
2024-04-07,Memória RAM 16GB,380.0,8.0
2024-08-06,Notebook Dell,3500.0,2.0
2024-06-30,Mousepad,45.0,3.0
2024-01-23,Teclado Mecânico,450.0,8.0
2024-06-28,Webcam HD,280.0,7.0
2024-08-06,Mouse Logitech,85.5,3.0
2024-11-23,Teclado Mecânico,450.0,3.0
2024-12-20,"Monitor LG 27""",1200.0,7.0
2024-01-15,Mouse Logitech,85.5,5.0
2024-08-16,Webcam HD,280.0,5.0
2024-02-21,Memória RAM 16GB,380.0,2.0
2024-11-27,SSD 1TB,550.0,4.0
2024-03-10,Mouse Logitech,85.5,3.0
2024-06-13,Webcam HD,45.0,4.0
2024-04-02,Webcam HD,280.0,8.0
2024-09-14,Webcam HD,280.0,3.0
2024-09-29,Notebook Dell,3500.0,2.0
2024-09-23,Teclado Mecânico,450.0,7.0
data_incorreta,Mousepad,45.0,7.0
2024-12-09,Mouse Logitech,1200.00,2.0
2024-10-24,Teclado Mecânico,450.0,10.0
2024-10-12,Mousepad,45.0,1.0
data_incorreta,Mousepad,45.0,3.0
2024-01-20,Teclado Mecânico,450.0,8.0
2024-11-12,SSD 1TB,550.0,3.0
2024-12-18,Mousepad,45.0,5.0
2024-07-13,Mouse Logitech,85.5,2.0
2024-05-28,"Monitor LG 27""",3500.00,10.0
2024-07-07,Headset Gamer,,9.0
2024-08-14,Mouse Logitech,85.5,6.0
2024-08-17,Mouse Logitech,85.5,8.0
2024-01-05,Teclado Mecânico,450.0,10.0
2024-09-05,Teclado Mecânico,invalid,1.0
2024-01-28,Notebook Dell,3500.0,7.0
2024-04-29,Memória RAM 16GB,380.0,10.0
2024-07-15,Memória RAM 16GB,,1.0
2024-10-21,Headset Gamer,320.0,7.0
2024-08-02,Mousepad,,4.0
2024-01-13,"Monitor LG 27""",1200.0,4.0
2024-08-03,Notebook Dell,3500.0,5.0
2024-08-11,Teclado Mecânico,450.0,
2024-06-04,Notebook Dell,3500.0,6.0
2024-07-10,Headset Gamer,320.0,
2024-11-25,Memória RAM 16GB,380.0,3.0
2024-08-20,SSD 1TB,550.0,3.0
2024-01-04,Mouse Logitech,85.5,9.0
2024-05-06,Mousepad,45.0,2.0
2024-07-18,"Monitor LG 27""",1200.0,8.0
2024-11-20,Mouse Logitech,85.5,8.0
2024-11-29,SSD 1TB,550.0,8.0
2024-12-08,Memória RAM 16GB,380.0,10.0
2024-12-30,Teclado Mecânico,invalid,7.0
2024-11-26,Memória RAM 16GB,380.0,8.0
2024-11-30,Headset Gamer,320.0,6.0
2024-07-30,SSD 1TB,550.0,4.0
2024-05-10,Headset Gamer,550.0,3.0
2024-11-26,SSD 1TB,550.0,7.0
2024-09-20,Mouse Logitech,85.5,7.0
2024-02-01,Mouse Logitech,85.5,5.0
2024-07-06,Memória RAM 16GB,380.0,10.0
2024-06-14,Headset Gamer,320.0,5.0
2024-09-02,Webcam HD,280.0,8.0
2024-02-23,Teclado Mecânico,450.0,7.0
2024-12-04,"Monitor LG 27""",1200.0,5.0
2024-11-11,Notebook Dell,280.0,10.0
2024-05-14,Memória RAM 16GB,,4.0
2024-02-01,Notebook Dell,3500.0,
2024-07-20,!!!,280.0,6.0
2024-03-03,"Monitor LG 27""",1200.0,5.0
2024-12-06,Mousepad,invalid,6.0
2024-05-05,Teclado Mecânico,450.0,9.0
2024-11-12,Notebook Dell,3500.0,8.0
2024-12-22,Webcam HD,280.0,
2024-12-27,SSD 1TB,550.0,1.0
2024-02-16,Teclado Mecânico,450.0,7.0
2024-03-12,SSD 1TB,550.0,4.0
2024-11-29,SSD 1TB,550.0,10.0
2024-11-28,Headset Gamer,320.0,4.0
2024-10-20,SSD 1TB,550.0,2.0
2024-08-29,Mousepad,45.0,6.0
2024-07-24,Webcam HD,280.0,10.0
2024-02-28,Memória RAM 16GB,380.0,7.0
2024-10-22,Mouse Logitech,85.5,7.0
2024-12-05,"Monitor LG 27""",1200.0,3.0
2024-12-12,Teclado Mecânico,450.0,4.0
2024-02-23,Notebook Dell,3500.0,3.0
2024-09-25,Mousepad,85.5,5.0
2024-08-16,SSD 1TB,550.0,10.0
2024-09-30,Headset Gamer,320.0,2.0
2024-07-06,Teclado Mecânico,450.0,9.0
2024-08-20,Memória RAM 16GB,380.0,6.0
2024-08-26,Teclado Mecânico,450.0,8.0
2024-11-09,Mousepad,45.0,9.0
2024-11-22,SSD 1TB,550.0,5.0
2024-11-27,"Monitor LG 27""",1200.0,4.0
2024-02-22,Mouse Logitech,85.5,2.0
2024-03-20,SSD 1TB,550.0,6.0
2024-03-17,Webcam HD,280.0,4.0
2024-12-31,"Monitor LG 27""",1200.0,10.0
2024-07-15,Headset Gamer,320.0,6.0
2024-11-01,Headset Gamer,320.0,8.0
2024-11-24,Notebook Dell,3500.0,1.0
2024-10-13,Headset Gamer,320.0,6.0
2024-12-25,Memória RAM 16GB,380.0,5.0
2024-10-20,Webcam HD,280.0,8.0
2024-05-14,Notebook Dell,3500.0,5.0
2024-06-03,??Produto??,450.0,9.0
2024-03-04,Webcam HD,320.00,8.0
2024-11-29,Headset Gamer,320.0,
2024-05-06,Headset Gamer,320.0,3.0
2024-06-10,Notebook Dell,3500.0,3.0
2024-06-27,Teclado Mecânico,450.0,9.0
2024-11-30,Notebook Dell,3500.0,5.0
2024-08-21,??Produto??,85.5,8.0
2024-09-15,Notebook Dell,3500.0,3.0
2024-01-23,Mouse Logitech,85.5,5.0
2024-07-07,Teclado Mecânico,450.0,2.0
2024-12-16,Memória RAM 16GB,380.0,3.0
2024-11-26,"Monitor LG 27""",1200.0,3.0
2024-12-20,Memória RAM 16GB,380.0,5.0
2024-06-02,Mouse Logitech,85.5,5.0
2024-03-25,Memória RAM 16GB,380.0,3.0
2024-02-14,Webcam HD,280.0,10.0
2024-05-02,Webcam HD,280.0,3.0
2024-10-27,Headset Gamer,320.0,7.0
2024-02-12,Headset Gamer,320.0,5.0
2024-07-15,"Monitor LG 27""",1200.0,1.0
2024-02-16,"Monitor LG 27""",1200.0,8.0
2024-04-21,"Monitor LG 27""",1200.0,5.0
2024-03-15,Notebook Dell,3500.0,7.0
2024-08-28,SSD 1TB,550.0,2.0
data_incorreta,Memória RAM 16GB,380.0,8.0
2024-01-11,Notebook Dell,3500.00,8.0
2024-03-26,Teclado Mecânico,450.0,1.0
2024-04-25,Teclado Mecânico,450.0,10.0
2024-01-07,Mousepad,45.0,2.0
2024-05-30,Headset Gamer,320.0,5.0
2024-07-21,Webcam HD,280.0,1.0
2024-05-30,Notebook Dell,3500.0,2.0
2024-01-28,Webcam HD,280.0,10.0
2024-02-25,SSD 1TB,550.0,4.0
2024-12-28,Notebook Dell,3500.0,2.0
2024-12-09,Teclado Mecânico,invalid,3.0
2024-08-23,Webcam HD,280.0,1.0
2024-04-17,Notebook Dell,3500.0,6.0
2024-08-21,Webcam HD,280.0,4.0
2024-07-17,Webcam HD,280.0,7.0
2024-12-16,"Monitor LG 27""",1200.0,3.0
2024-06-22,Mouse Logitech,85.5,2.0
2024-01-16,Headset Gamer,320.0,3.0
data_incorreta,Mouse Logitech,85.5,2.0
2024-04-12,Notebook Dell,3500.0,9.0
2024-09-20,Webcam HD,280.0,10.0
2024-02-02,Teclado Mecânico,450.0,4.0
2024-04-05,Headset Gamer,320.0,4.0
2024-10-14,Memória RAM 16GB,380.0,8.0
2024-04-03,Mousepad,45.0,6.0
2024-03-22,Headset Gamer,320.0,4.0
2024-08-29,Notebook Dell,3500.0,2.0
2024-12-03,Teclado Mecânico,450.0,3.0
2024-07-28,SSD 1TB,550.0,3.0
2024-01-25,PROD$%#@,1200.0,9.0
2024-01-01,Webcam HD,280.0,3.0
2024-11-11,Teclado Mecânico,450.0,8.0
2024-12-05,Mousepad,45.0,7.0
2024-01-19,Webcam HD,280.0,3.0
2024-09-11,Mouse Logitech,85.5,1.0
2024-07-23,Headset Gamer,320.0,7.0
2024-07-10,Memória RAM 16GB,380.0,8.0
2024-10-27,Mouse Logitech,85.5,10.0
2024-04-02,Teclado Mecânico,450.0,6.0
2024-07-24,Notebook Dell,3500.0,7.0
2024-03-23,Headset Gamer,320.0,5.0
2024-11-08,"Monitor LG 27""",,8.0
2024-08-02,Notebook Dell,3500.0,4.0
2024-12-17,Mousepad,45.0,2.0
2024-10-06,"Monitor LG 27""",1200.0,4.0
data_incorreta,Mousepad,45.0,1.0
2024-01-10,"Monitor LG 27""",1200.0,6.0
2024-11-28,SSD 1TB,550.0,7.0
2024-08-27,SSD 1TB,550.0,6.0
2024-09-12,Mousepad,45.0,5.0
2024-01-22,Notebook Dell,3500.0,9.0
2024-05-30,PROD$%#@,45.0,6.0
2024-04-12,"Monitor LG 27""",1200.0,10.0
2024-02-02,SSD 1TB,550.0,1.0
2024-05-15,Notebook Dell,3500.0,5.0
2024-07-10,"Monitor LG 27""",1200.0,8.0
2024-04-02,Memória RAM 16GB,380.0,2.0
2024-05-18,"Monitor LG 27""",1200.0,10.0
2024-11-06,Mousepad,45.0,10.0
2024-03-15,Teclado Mecânico,450.0,3.0
2024-05-29,Teclado Mecânico,450.0,8.0
2024-10-01,Headset Gamer,320.0,9.0
2024-09-12,Notebook Dell,invalid,3.0
2024-07-22,Mouse Logitech,85.5,5.0
2024-03-26,Teclado Mecânico,invalid,9.0
2024-06-04,Webcam HD,280.0,4.0
2024-07-05,Memória RAM 16GB,380.0,4.0
2024-06-23,Webcam HD,280.0,7.0
2024-01-11,Mousepad,45.0,
2024-06-08,Teclado Mecânico,450.0,7.0
2024-11-19,SSD 1TB,550.0,9.0
2024-09-30,Mousepad,45.0,8.0
2024-04-04,Mouse Logitech,85.5,3.0
2024-05-09,Notebook Dell,3500.0,1.0
data_incorreta,Teclado Mecânico,450.0,3.0
2024-06-24,Mousepad,45.0,3.0
2024-07-29,Headset Gamer,320.0,8.0
2024-08-20,Notebook Dell,3500.0,3.0
2024-04-16,SSD 1TB,550.0,2.0
2024-04-09,Notebook Dell,3500.0,
2024-04-27,SSD 1TB,550.0,3.0
2024-04-23,Teclado Mecânico,450.0,9.0
2024-06-01,Teclado Mecânico,450.0,2.0
2024-03-29,Memória RAM 16GB,380.0,6.0
2024-10-08,Teclado Mecânico,450.0,1.0
2024-06-11,Mouse Logitech,85.5,4.0
2024-04-17,Mouse Logitech,85.5,4.0
2024-12-04,Mouse Logitech,85.5,5.0
2024-01-30,Notebook Dell,3500.0,6.0
2024-11-17,Webcam HD,280.0,10.0
2024-08-24,Memória RAM 16GB,380.0,7.0
2024-07-08,Mouse Logitech,85.5,8.0
2024-06-13,Headset Gamer,320.0,5.0
2024-03-21,Mouse Logitech,85.5,1.0
2024-12-28,Mousepad,45.0,6.0
2024-03-31,Webcam HD,280.0,3.0
data_incorreta,"Monitor LG 27""",1200.0,8.0
2024-12-01,SSD 1TB,550.0,5.0
2024-06-24,Webcam HD,280.0,9.0
2024-08-14,Mouse Logitech,45.00,5.0
2024-01-09,"Monitor LG 27""",1200.0,2.0
2024-10-19,Webcam HD,280.0,2.0
2024-07-04,Mouse Logitech,85.5,10.0
2024-02-18,Memória RAM 16GB,380.0,10.0
2024-09-10,Notebook Dell,3500.0,7.0
2024-01-31,Mousepad,45.0,8.0
2024-03-27,"Monitor LG 27""",1200.0,6.0
2024-10-27,SSD 1TB,invalid,8.0
2024-04-21,Headset Gamer,320.0,5.0
2024-04-28,Headset Gamer,320.0,8.0
2024-08-21,Webcam HD,280.0,6.0
2024-02-07,Memória RAM 16GB,380.0,6.0
2024-04-22,Memória RAM 16GB,380.0,7.0
2024-01-04,Mouse Logitech,85.5,9.0
2024-06-29,Memória RAM 16GB,380.0,6.0
2024-04-17,SSD 1TB,550.0,3.0
2024-07-29,SSD 1TB,550.0,9.0
2024-02-09,Memória RAM 16GB,380.0,6.0
2024-09-27,Mousepad,45.0,9.0
2024-01-04,Mousepad,45.0,10.0
2024-12-19,Teclado Mecânico,450.0,7.0
2024-10-03,Mousepad,45.0,5.0
2024-05-31,Teclado Mecânico,450.0,6.0
2024-05-18,"Monitor LG 27""",1200.0,2.0
2024-02-04,Teclado Mecânico,450.0,4.0
2024-09-19,Webcam HD,280.0,8.0
2024-10-31,Mouse Logitech,85.5,1.0
2024-10-18,"Monitor LG 27""",1200.0,8.0
2024-08-02,"Monitor LG 27""",1200.0,7.0
2024-02-09,Teclado Mecânico,450.0,9.0
2024-11-11,SSD 1TB,550.0,10.0
2024-09-26,"Monitor LG 27""",1200.0,1.0
2024-02-28,Mouse Logitech,85.5,10.0
2024-01-11,"Monitor LG 27""",1200.0,10.0
2024-09-19,Mousepad,45.0,6.0
2024-01-05,Mouse Logitech,85.5,1.0
2024-01-26,"Monitor LG 27""",invalid,3.0
2024-04-16,Mouse Logitech,85.5,3.0
2024-07-28,Notebook Dell,3500.0,3.0
2024-02-19,Memória RAM 16GB,380.0,2.0
2024-06-09,Teclado Mecânico,450.0,8.0
2024-05-20,Headset Gamer,,8.0
2024-09-14,Teclado Mecânico,450.0,7.0
2024-10-20,Headset Gamer,320.0,4.0
2024-03-12,Teclado Mecânico,450.0,9.0
2024-08-21,SSD 1TB,550.0,2.0
2024-06-17,Mouse Logitech,85.5,
2024-12-21,Erro_Produto_§,320.0,7.0
2024-02-08,Teclado Mecânico,380.00,9.0
2024-05-26,Teclado Mecânico,450.0,9.0
2024-08-17,SSD 1TB,550.0,10.0
2024-10-20,Memória RAM 16GB,380.0,1.0
2024-05-26,SSD 1TB,550.0,6.0
data_incorreta,Notebook Dell,3500.0,9.0
2024-09-18,Webcam HD,280.0,4.0
2024-01-09,Mousepad,45.0,3.0
2024-10-14,Headset Gamer,320.0,
2024-09-10,Webcam HD,280.0,5.0
2024-06-25,Memória RAM 16GB,380.0,3.0
2024-06-20,Mouse Logitech,85.5,1.0
2024-10-11,Mouse Logitech,85.5,4.0
2024-11-16,Headset Gamer,320.0,6.0
2024-04-17,Notebook Dell,3500.0,5.0
2024-11-23,"Monitor LG 27""",1200.0,1.0
2024-10-30,"Monitor LG 27""",1200.0,1.0
2024-09-16,Mouse Logitech,85.5,8.0
2024-09-13,SSD 1TB,550.0,8.0
2024-08-01,Notebook Dell,3500.0,5.0
2024-01-19,SSD 1TB,550.0,1.0
2024-01-05,Mousepad,320.00,5.0
2024-06-13,"Monitor LG 27""",1200.0,5.0
data_incorreta,Mousepad,45.0,6.0
2024-03-12,Notebook Dell,3500.0,9.0
2024-02-08,Mouse Logitech,85.5,8.0
2024-11-09,!!!,550.0,4.0
2024-11-21,Mousepad,45.0,6.0
2024-01-17,###ERRO###,1200.0,5.0
2024-11-10,Teclado Mecânico,450.0,5.0
2024-08-26,Memória RAM 16GB,380.0,8.0
2024-07-08,Headset Gamer,,3.0
2024-06-15,Mousepad,45.0,1.0
2024-12-31,Webcam HD,450.0,4.0
2024-05-25,"Monitor LG 27""",1200.0,2.0
2024-07-14,Memória RAM 16GB,380.0,10.0
2024-07-29,SSD 1TB,invalid,2.0
2024-08-15,Headset Gamer,320.0,4.0
2024-04-11,Headset Gamer,320.0,7.0
2024-11-17,Teclado Mecânico,450.0,2.0
2024-03-24,SSD 1TB,550.0,7.0
2024-02-28,Webcam HD,280.0,4.0
2024-03-01,Teclado Mecânico,450.0,10.0
2024-01-27,Webcam HD,280.0,2.0
2024-05-05,Webcam HD,280.0,8.0
2024-09-04,Mousepad,45.0,10.0
2024-05-24,SSD 1TB,550.0,8.0
2024-05-29,"Monitor LG 27""",1200.0,8.0
2024-03-16,Headset Gamer,85.5,10.0
2024-08-19,Headset Gamer,320.0,6.0
2024-09-26,Teclado Mecânico,450.0,2.0
2024-04-14,Webcam HD,280.0,7.0
2024-06-02,Headset Gamer,320.0,6.0
2024-09-21,Webcam HD,280.0,1.0
2024-12-23,Headset Gamer,320.0,8.0
2024-07-10,Teclado Mecânico,450.0,7.0
2024-09-05,Headset Gamer,320.0,6.0
2024-09-22,"Monitor LG 27""",1200.0,6.0
2024-09-18,Mouse Logitech,85.5,9.0
2024-10-26,Memória RAM 16GB,380.0,
2024-12-15,Teclado Mecânico,450.0,5.0
2024-08-19,Webcam HD,280.0,6.0
2024-12-05,Notebook Dell,3500.0,9.0
2024-11-05,Notebook Dell,3500.0,2.0
2024-06-30,Memória RAM 16GB,380.0,5.0
2024-08-25,Webcam HD,280.0,5.0
2024-11-23,Mousepad,45.0,5.0
2024-11-04,Mouse Logitech,85.5,9.0
2024-11-23,Headset Gamer,320.0,5.0
2024-10-07,Teclado Mecânico,450.0,6.0
2024-02-09,Teclado Mecânico,450.0,7.0
2024-09-30,Erro_Produto_§,450.0,10.0
2024-05-03,Memória RAM 16GB,380.0,8.0
2024-10-04,Webcam HD,280.0,4.0
2024-10-19,Headset Gamer,320.0,4.0
2024-08-25,Notebook Dell,3500.0,5.0
2024-09-29,Teclado Mecânico,450.0,8.0
2024-01-03,Headset Gamer,320.0,3.0
2024-05-10,Notebook Dell,3500.0,7.0
2024-06-19,Mousepad,45.0,1.0
2024-04-02,Notebook Dell,3500.0,10.0
2024-02-04,Notebook Dell,3500.0,10.0
2024-08-04,Webcam HD,280.0,2.0
2024-12-23,Mouse Logitech,,3.0
2024-02-14,Mouse Logitech,85.5,9.0
2024-11-23,SSD 1TB,550.0,9.0
2024-12-07,Notebook Dell,3500.0,5.0
2024-02-13,Mouse Logitech,85.5,9.0
2024-07-06,Teclado Mecânico,450.0,
2024-11-19,Webcam HD,280.0,8.0
2024-10-30,Notebook Dell,3500.0,7.0
2024-08-10,Notebook Dell,550.0,9.0
2024-09-14,Mouse Logitech,85.5,7.0
2024-10-27,"Monitor LG 27""",1200.0,10.0
2024-05-22,SSD 1TB,550.0,9.0
2024-07-26,SSD 1TB,550.0,10.0
2024-05-26,Notebook Dell,3500.0,5.0
2024-01-15,Teclado Mecânico,450.0,
2024-10-13,SSD 1TB,550.0,6.0
2024-08-11,Mouse Logitech,invalid,4.0
2024-07-02,SSD 1TB,550.0,9.0
2024-06-29,Webcam HD,invalid,7.0
2024-02-16,Headset Gamer,320.0,2.0
2024-10-14,Memória RAM 16GB,380.0,7.0
2024-10-08,Mousepad,45.0,10.0
2024-12-31,SSD 1TB,550.0,5.0
2024-11-23,Webcam HD,280.0,9.0
2024-08-08,Notebook Dell,3500.0,2.0
2024-02-24,Mousepad,45.0,8.0
2024-06-21,Webcam HD,280.0,10.0
2024-01-14,Webcam HD,280.0,3.0
2024-06-18,"Monitor LG 27""",invalid,8.0
2024-09-12,Teclado Mecânico,450.0,7.0
2024-10-24,Memória RAM 16GB,380.0,
2024-02-28,Mouse Logitech,85.5,5.0
2024-04-20,Notebook Dell,3500.0,5.0
2024-04-12,Notebook Dell,3500.0,9.0
2024-01-06,Headset Gamer,320.0,9.0
2024-08-19,SSD 1TB,550.0,10.0
2024-06-28,SSD 1TB,550.0,7.0
2024-10-03,Headset Gamer,320.0,8.0
2024-12-15,Mousepad,45.0,10.0
2024-11-26,Mouse Logitech,85.5,3.0
2024-02-12,Mousepad,45.0,8.0
2024-06-07,SSD 1TB,,9.0
2024-02-04,Memória RAM 16GB,380.0,10.0
2024-07-06,Teclado Mecânico,450.0,5.0
2024-06-18,SSD 1TB,550.0,1.0
2024-03-19,Teclado Mecânico,450.0,10.0
2024-06-22,Mousepad,45.0,7.0
2024-08-28,SSD 1TB,550.0,2.0
2024-01-25,Teclado Mecânico,invalid,4.0
data_incorreta,Teclado Mecânico,450.0,5.0
2024-12-17,!!!,550.0,2.0
2024-04-05,Mousepad,,3.0
2024-05-20,Memória RAM 16GB,380.0,3.0
2024-02-05,Memória RAM 16GB,380.0,3.0
2024-05-14,Notebook Dell,3500.0,8.0
2024-02-05,Memória RAM 16GB,380.0,10.0
2024-06-30,Mouse Logitech,85.5,3.0
2024-06-19,Mousepad,45.0,7.0
2024-05-24,Memória RAM 16GB,380.0,10.0
2024-09-09,Mouse Logitech,85.5,5.0
2024-06-06,Headset Gamer,320.0,6.0
2024-12-15,SSD 1TB,550.0,2.0
2024-02-19,Headset Gamer,320.0,8.0
2024-04-12,SSD 1TB,85.50,4.0
2024-08-20,Mousepad,45.0,8.0
2024-05-17,Headset Gamer,320.0,3.0
2024-11-25,Mousepad,450.00,8.0
2024-08-25,SSD 1TB,550.0,3.0
2024-04-17,Webcam HD,280.0,7.0
2024-12-19,"Monitor LG 27""",1200.0,5.0
2024-03-06,Mousepad,45.0,
2024-05-09,Memória RAM 16GB,invalid,8.0
2024-02-24,"Monitor LG 27""",1200.0,8.0
2024-02-18,"Monitor LG 27""",1200.0,8.0
2024-03-08,Webcam HD,280.0,5.0
2024-12-27,Webcam HD,280.0,3.0
2024-03-16,Memória RAM 16GB,380.0,10.0
2024-04-21,Notebook Dell,3500.0,2.0
2024-10-04,Notebook Dell,3500.0,10.0
2024-05-13,Headset Gamer,320.0,5.0
2024-07-29,Headset Gamer,320.0,7.0
2024-04-25,Mousepad,45.00,2.0
2024-05-30,"Monitor LG 27""",1200.0,4.0
2024-10-25,Webcam HD,280.0,9.0
2024-07-01,Webcam HD,280.0,1.0
2024-04-04,Memória RAM 16GB,380.0,7.0
2024-01-13,"Monitor LG 27""",1200.0,
2024-03-01,Memória RAM 16GB,380.0,10.0
2024-12-19,Memória RAM 16GB,380.0,4.0
2024-05-29,Notebook Dell,3500.0,4.0
2024-01-12,Teclado Mecânico,450.0,7.0
2024-06-30,Mouse Logitech,85.5,7.0
2024-01-11,Mousepad,45.0,2.0
2024-11-22,"Monitor LG 27""",1200.0,8.0
2024-12-04,Mousepad,45.00,4.0
data_incorreta,Memória RAM 16GB,380.0,6.0
2024-03-06,Headset Gamer,320.0,6.0
2024-10-21,Headset Gamer,320.0,8.0
2024-10-15,Webcam HD,280.0,9.0
2024-02-18,Webcam HD,280.0,2.0
2024-12-15,Notebook Dell,3500.0,7.0
2024-06-11,Teclado Mecânico,1200.0,7.0
data_incorreta,Webcam HD,280.0,9.0
2024-02-06,"Monitor LG 27""",1200.0,4.0
2024-07-13,Notebook Dell,3500.0,10.0
2024-11-20,Mousepad,45.0,1.0
2024-02-17,Mousepad,45.0,7.0
2024-11-08,SSD 1TB,550.0,3.0
2024-08-10,"Monitor LG 27""",1200.0,2.0
2024-03-28,SSD 1TB,550.0,10.0
2024-04-01,Mouse Logitech,,8.0
2024-04-08,PROD$%#@,380.0,4.0
2024-04-11,Webcam HD,280.0,4.0
2024-02-15,Mouse Logitech,85.5,1.0
2024-04-03,Webcam HD,280.0,9.0
2024-10-10,Headset Gamer,320.0,2.0
2024-09-29,Memória RAM 16GB,380.0,7.0
2024-08-17,Notebook Dell,3500.0,2.0
2024-07-30,Memória RAM 16GB,380.0,7.0
2024-03-02,Teclado Mecânico,450.0,8.0
2024-09-07,"Monitor LG 27""",1200.0,3.0
2024-12-31,Headset Gamer,320.0,2.0
2024-02-29,Notebook Dell,3500.0,8.0
2024-09-11,SSD 1TB,550.0,5.0
2024-03-17,Webcam HD,280.0,4.0
2024-09-27,Teclado Mecânico,450.0,5.0
2024-10-23,Mouse Logitech,85.5,9.0
2024-01-23,SSD 1TB,550.0,8.0
2024-12-23,Webcam HD,280.0,8.0
2024-11-16,Webcam HD,280.0,1.0
2024-07-12,Mousepad,45.0,7.0
2024-02-20,Headset Gamer,320.0,3.0
2024-08-29,Headset Gamer,320.0,4.0
2024-03-30,SSD 1TB,550.0,6.0
2024-02-27,Webcam HD,280.0,4.0
2024-07-10,Mouse Logitech,85.5,3.0
2024-12-14,Mousepad,45.0,6.0
2024-03-25,Teclado Mecânico,450.0,5.0
2024-09-09,Mouse Logitech,85.5,6.0
2024-09-14,"Monitor LG 27""",1200.0,8.0
2024-10-30,Teclado Mecânico,450.0,4.0
2024-09-11,Notebook Dell,3500.0,
2024-11-16,Headset Gamer,320.0,7.0
2024-09-25,SSD 1TB,550.0,8.0
2024-11-02,"Monitor LG 27""",1200.0,
2024-10-27,Webcam HD,280.0,9.0
2024-02-06,Memória RAM 16GB,380.0,1.0
2024-06-07,Teclado Mecânico,450.0,6.0
2024-09-14,"Monitor LG 27""",280.0,3.0
2024-07-12,Teclado Mecânico,invalid,7.0
2024-01-06,Teclado Mecânico,450.0,3.0
2024-12-01,Mouse Logitech,85.5,2.0
2024-03-13,SSD 1TB,550.0,4.0
data_incorreta,SSD 1TB,550.0,8.0
2024-10-22,Webcam HD,280.0,5.0
2024-11-24,Teclado Mecânico,invalid,8.0
2024-01-04,"Monitor LG 27""",1200.0,3.0
2024-09-22,Notebook Dell,3500.0,4.0
2024-03-23,SSD 1TB,550.0,5.0
2024-02-13,Headset Gamer,320.0,3.0
2024-03-26,Memória RAM 16GB,380.0,2.0
2024-11-16,"Monitor LG 27""",1200.0,5.0
2024-05-01,"Monitor LG 27""",1200.0,9.0
2024-03-26,Memória RAM 16GB,380.0,5.0
data_incorreta,"Monitor LG 27""",1200.0,8.0
data_incorreta,Mousepad,45.0,4.0
2024-07-22,Mousepad,45.0,9.0
2024-07-12,Mouse Logitech,85.5,4.0
2024-10-10,Memória RAM 16GB,320.00,9.0
2024-08-28,Memória RAM 16GB,380.0,2.0
2024-11-26,Webcam HD,280.0,9.0
2024-05-22,Mousepad,45.0,6.0
2024-01-20,Mouse Logitech,85.5,7.0
data_incorreta,Mouse Logitech,85.5,4.0
2024-11-24,Memória RAM 16GB,380.0,5.0
2024-07-30,Mousepad,45.0,3.0
data_incorreta,Teclado Mecânico,450.0,2.0
2024-06-16,Teclado Mecânico,450.0,10.0
2024-03-09,Memória RAM 16GB,380.0,9.0
2024-10-23,Memória RAM 16GB,380.0,3.0
2024-07-19,Notebook Dell,450.0,10.0
2024-10-09,Memória RAM 16GB,380.0,3.0
2024-07-14,Teclado Mecânico,450.0,2.0
2024-01-26,Headset Gamer,320.0,4.0
2024-05-10,Memória RAM 16GB,380.0,1.0
2024-12-25,Headset Gamer,320.0,7.0
2024-02-02,Mouse Logitech,85.5,8.0
data_incorreta,Mousepad,45.0,6.0
2024-03-13,Mouse Logitech,85.5,
2024-11-02,Mouse Logitech,85.5,5.0
2024-06-09,"Monitor LG 27""",1200.0,5.0
2024-10-12,"Monitor LG 27""",320.00,2.0
2024-04-16,Teclado Mecânico,450.0,9.0
2024-01-07,Teclado Mecânico,450.0,2.0
2024-08-31,"Monitor LG 27""",1200.0,2.0
2024-03-18,Mousepad,,5.0
2024-02-19,Mouse Logitech,85.5,3.0
2024-12-09,Headset Gamer,320.0,10.0
2024-07-22,Memória RAM 16GB,380.00,5.0
2024-10-08,"Monitor LG 27""",1200.0,7.0
2024-02-01,Mouse Logitech,85.5,2.0
2024-11-15,Webcam HD,280.0,9.0
2024-06-16,Webcam HD,invalid,5.0
2024-12-10,Headset Gamer,320.0,6.0
2024-01-11,"Monitor LG 27""",1200.0,10.0
2024-08-01,Mousepad,45.0,6.0
2024-03-26,SSD 1TB,550.0,10.0
2024-11-09,Mousepad,45.0,6.0
2024-02-21,Teclado Mecânico,450.0,1.0
2024-11-04,Memória RAM 16GB,380.0,9.0
2024-06-13,Webcam HD,280.0,4.0
2024-01-20,"Monitor LG 27""",1200.0,9.0
